,customerid,surname,creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,exited
1469,15670374,Wright,819,Germany,Female,49,1,120656.86,4,no,no,166164.3,yes
1470,15762332,Ulyanova,568,Germany,Female,31,1,61592.14,2,yes,yes,61796.64,no
1471,15700223,Steiner,806,France,Male,48,4,164701.68,1,yes,yes,21439.49,no
1472,15729956,Akabueze,726,Spain,Female,26,1,80780.16,1,yes,yes,19225.85,no
1473,15594862,Aleksandrova,552,France,Male,36,8,0.0,2,no,no,132547.02,no
1474,15598782,Pinto,755,Germany,Female,30,6,154221.37,2,no,yes,62688.55,no
1475,15745080,Griffiths,634,France,Male,26,8,0.0,1,yes,no,21760.96,no
1476,15703399,McNeil,756,France,Female,26,5,101641.14,2,no,yes,154460.68,no
1477,15732175,Bruno,776,France,Male,37,2,0.0,1,no,yes,8065.0,no
1478,15630725,Johnson,649,France,Female,45,5,92786.66,1,yes,no,173365.9,yes
1479,15640260,Okorie,595,Germany,Male,32,8,131081.66,2,yes,yes,69428.79,no
1480,15716822,Moen,646,France,Male,30,5,98014.74,1,yes,yes,12757.14,no
1481,15583748,McGuigan,592,Spain,Male,38,8,0.0,2,yes,no,180426.2,no
1482,15605968,Fancher,574,France,Male,26,8,97460.1,1,yes,yes,43093.67,no
1483,15790683,Matthews,850,France,Male,36,1,104077.19,2,no,yes,68594.0,no
1484,15607713,Kaeppel,850,Spain,Female,29,1,0.0,2,yes,yes,197996.65,no
1485,15700212,Shih,475,France,Female,46,10,0.0,2,no,no,122953.0,yes
1486,15626710,Yudina,642,France,Female,39,4,0.0,1,yes,yes,76821.24,no
1487,15716491,Akabueze,710,Spain,Female,51,4,93656.95,1,no,yes,141400.51,yes
1488,15625824,Kornilova,596,Spain,Male,30,6,121345.88,4,yes,no,41921.75,yes
1489,15617705,Ozioma,609,France,Female,39,8,141675.23,1,no,yes,175664.25,no
1490,15761976,Su,797,Spain,Female,31,8,0.0,2,yes,no,117916.63,no
1491,15634891,Jamison,504,Germany,Female,43,7,102365.49,1,yes,no,194690.77,yes
1492,15744517,Esposito,735,Spain,Male,50,9,0.0,1,no,no,166677.35,yes
1493,15686963,Hardiman,680,Spain,Female,30,3,0.0,1,yes,no,160131.58,no
1494,15808189,Woodard,449,France,Male,52,6,0.0,2,no,yes,123622.0,no
1495,15580845,Chienezie,685,Germany,Male,57,7,101868.51,1,no,yes,113483.96,no
1496,15799156,Okwuadigbo,569,Spain,Male,38,8,0.0,2,no,no,79618.79,no
1497,15694296,Chineze,631,France,Male,35,9,112392.45,2,yes,no,24472.23,no
1498,15677049,O'Brien,595,Germany,Female,25,7,106570.34,2,no,yes,177025.79,no
1499,15583595,Tao,461,France,Female,28,8,0.0,1,yes,yes,103349.74,no
1500,15590146,Mao,630,France,Male,50,1,81947.76,1,no,yes,63606.22,yes
1501,15801548,Buckland,661,France,Female,31,7,144162.3,2,yes,yes,14490.79,no
1502,15660833,Flannery,796,Germany,Male,39,5,86350.87,2,no,no,105080.53,no
1503,15762277,Jamieson,710,France,Male,47,5,158623.14,1,no,no,83499.89,yes
1504,15791302,Swift,741,France,Male,32,8,0.0,2,yes,no,143598.7,no
1505,15798975,Doherty,606,Germany,Male,48,4,132403.56,1,no,no,36091.91,yes
1506,15599956,Payne,747,France,Male,27,10,0.0,2,no,no,13007.89,no
1507,15577274,Genovese,549,Germany,Female,43,3,134985.66,1,yes,no,6101.41,no
1508,15701200,Lucciano,576,France,Male,36,6,0.0,2,yes,yes,48314.0,no
1509,15638149,Rowley,528,France,Male,37,6,103772.45,1,yes,no,197111.99,no
1510,15786199,Hsing,535,France,Male,33,2,133040.32,1,yes,yes,110299.78,no
1511,15701765,Vincent,575,Spain,Female,37,0,0.0,2,no,no,30114.32,no
1512,15586974,Pearce,656,France,Male,39,10,0.0,2,yes,yes,98894.64,no
1513,15729040,Lamb,440,France,Male,42,2,0.0,2,yes,no,49826.68,no
1514,15788676,Riley,539,Spain,Male,38,8,71460.67,2,yes,yes,10074.05,no
1515,15602497,Honore,850,Spain,Male,39,6,133214.13,1,no,yes,20769.88,no
1516,15701333,Blackburn,646,France,Female,37,7,96558.66,1,no,no,163427.18,no
1517,15812071,Endrizzi,744,France,Male,54,6,93806.31,2,no,yes,140068.77,no
1518,15634375,Duncan,710,Spain,Female,36,8,0.0,2,no,no,83206.19,no
1519,15738267,Macarthur,544,France,Female,64,3,124043.8,1,yes,yes,111402.97,yes
1520,15786800,Gould,723,Germany,Male,52,5,131694.97,1,no,yes,92873.5,yes
1521,15591130,Medvedev,507,Spain,Female,29,6,0.0,2,no,yes,94780.9,no
1522,15720662,Sholes,787,France,Female,35,1,106266.8,1,yes,yes,16607.15,no
1523,15751531,Shaw,598,Spain,Male,41,8,0.0,2,yes,yes,161954.43,no
1524,15653595,Ts'ai,796,France,Male,51,6,0.0,2,no,yes,194733.28,no
1525,15568360,Rolon,569,Spain,Female,41,4,139840.36,1,yes,yes,163524.7,no
1526,15781210,Reid,711,France,Male,34,8,0.0,2,no,no,48260.19,no
1527,15668058,Chinwendu,661,Germany,Male,35,8,124098.54,1,yes,no,86678.48,no
1528,15597131,Fu,415,France,Male,32,5,145807.59,1,yes,yes,3064.65,no
1529,15697283,Mackenzie,578,Spain,Male,23,8,0.0,2,yes,no,112124.98,no
1530,15640953,Bligh,611,France,Female,26,2,107508.93,2,yes,yes,120801.65,no
1531,15715031,Davidson,600,France,Female,28,6,0.0,2,no,yes,52193.23,no
1532,15589660,Lamble,661,Germany,Female,32,1,145980.23,1,no,yes,56636.28,no
1533,15769818,Moore,850,France,Female,37,3,212778.2,1,no,yes,69372.88,no
1534,15782736,Jose,573,Germany,Female,47,4,152522.47,1,no,yes,164038.07,yes
1535,15614818,Trevisani,764,Spain,Female,33,9,168964.77,1,no,yes,118982.51,no
1536,15794014,Schofield,838,France,Female,34,8,0.0,2,yes,no,27472.07,no
1537,15732448,Stewart,821,France,Female,28,8,0.0,1,yes,yes,36754.13,no
1538,15723411,Jamieson,607,Spain,Female,36,4,98266.3,1,yes,yes,46416.36,no
1539,15797686,Howard,558,France,Male,38,8,113000.92,1,yes,yes,152872.39,no
1540,15605950,Onwuamaeze,530,Germany,Male,23,1,137060.88,2,yes,yes,165227.23,no
1541,15812497,D'Albertis,654,Germany,Male,37,5,112146.12,1,yes,no,75927.35,no
1542,15690678,Brooks,530,France,Female,33,4,129307.32,1,yes,yes,172930.28,no
1543,15747677,Gordon,656,Spain,Male,69,6,163975.09,1,yes,yes,36108.5,no
1544,15618926,Nwachukwu,520,Spain,Male,43,7,0.0,2,yes,yes,36202.74,no
1545,15673908,Chinweike,602,Germany,Female,42,6,158414.85,1,yes,yes,131886.46,no
1546,15727944,Simpkinson,701,Germany,Female,48,1,92072.68,1,yes,yes,133992.36,no
1547,15807294,Walker,653,Spain,Female,30,2,88243.29,2,yes,yes,96658.26,no
1548,15618581,Diribe,668,Spain,Male,25,8,0.0,2,yes,yes,135112.09,no
1549,15584364,Trentini,652,France,Male,48,4,59486.31,1,yes,no,163944.18,yes
1550,15599552,Conway,639,Spain,Female,54,2,0.0,2,yes,yes,53843.71,no
1551,15749177,Maslow,730,Spain,Female,52,7,0.0,2,no,yes,122398.84,no
1552,15718779,Clark,780,France,Male,34,1,0.0,1,yes,yes,64804.04,no
1553,15568106,L?,592,France,Female,38,8,119278.01,2,no,yes,19370.73,no
1554,15779481,Swadling,628,France,Male,34,4,158741.43,2,yes,yes,126192.54,no
1555,15709994,Gallo,658,France,Female,40,7,140596.95,1,no,yes,135459.02,yes
1556,15772777,Onyemachukwu,850,Spain,Female,29,10,0.0,2,yes,yes,94815.04,no
1557,15706815,Samoylova,515,Germany,Male,37,2,90432.92,1,yes,yes,188366.04,yes
1558,15618018,Dickson,571,France,Female,35,1,104783.81,2,no,yes,178512.52,no
1559,15671032,He,760,Germany,Male,42,0,77992.97,2,yes,yes,97906.38,no
1560,15634281,P'an,720,Germany,Female,43,10,110822.9,1,no,no,72861.94,no
1561,15766374,Leak,632,Germany,Male,42,4,119624.6,2,yes,yes,195978.86,no
1562,15600991,Artemieva,694,Germany,Male,31,6,109052.59,2,yes,yes,19448.93,yes
1563,15777576,Frost,559,Spain,Female,40,5,139129.44,1,no,yes,32635.54,no
1564,15742613,Warner,773,Germany,Female,42,8,152324.66,2,yes,no,171733.22,no
1565,15649523,Kennedy,581,France,Male,38,1,0.0,2,yes,no,46176.22,no
1566,15651063,Ifeatu,524,Germany,Female,37,9,127480.58,2,yes,no,179634.69,no
1567,15683124,Evans,713,France,Male,53,6,115029.4,1,no,no,191521.32,yes
1568,15618314,Chu,676,France,Male,40,8,114005.78,1,yes,yes,67998.45,no
1569,15670823,Hsueh,651,Germany,Female,42,1,116646.76,1,yes,no,44731.8,yes
1570,15607133,Shih,717,Spain,Female,49,1,110864.38,2,yes,yes,124532.9,yes
1571,15615012,Fan,594,France,Male,23,5,156267.59,1,yes,no,160968.44,no
1572,15725141,Whiddon,716,France,Female,44,3,109528.28,1,yes,no,27341.63,yes
1573,15623560,Onyekachukwu,668,France,Female,35,6,102482.76,1,yes,yes,53994.64,no
1574,15693018,Ermakova,678,Germany,Male,23,10,115563.71,1,yes,yes,91633.53,no
1575,15636756,Marino,545,France,Male,23,2,0.0,2,yes,no,189613.12,no
1576,15647474,Niu,613,France,Female,40,9,95624.36,2,yes,yes,60706.33,no
1577,15576714,Manna,687,Spain,Female,21,8,0.0,2,yes,yes,154767.34,no
1578,15585047,Onyemere,715,France,Male,28,7,160376.61,1,no,no,196853.11,no
1579,15743976,Archer,618,Germany,Male,41,8,37702.79,1,yes,yes,195775.48,no
1580,15793881,Mitchell,721,France,Female,35,6,118273.83,1,no,yes,3086.89,no
1581,15576517,Everingham,445,Germany,Female,34,7,131082.17,2,yes,yes,70618.0,no
1582,15631072,Huie,690,France,Male,38,1,94456.0,2,no,yes,55034.02,no
1583,15730394,Crowther,709,France,Female,43,8,0.0,2,no,no,168035.62,yes
1584,15631460,Swift,671,Spain,Female,42,3,0.0,2,yes,yes,128449.33,no
1585,15692002,Skelton,538,France,Male,33,6,93791.38,1,yes,yes,199249.29,no
1586,15595282,White,735,France,Female,33,4,0.0,2,yes,no,149474.69,no
1587,15789548,Giordano,592,France,Female,37,7,0.0,2,yes,yes,126726.33,no
1588,15758035,Bateson,747,France,Male,61,7,155973.13,1,no,yes,147554.26,no
1589,15617518,Hu,675,Germany,Male,36,7,89409.95,1,yes,yes,149399.7,no
1590,15651802,Day,632,Spain,Female,39,5,97854.37,2,yes,no,93536.38,no
1591,15631813,Beneventi,621,France,Male,39,6,0.0,2,yes,yes,58883.91,no
1592,15729668,Elizabeth,521,Spain,Male,29,3,60280.62,1,yes,no,154271.41,no
1593,15741728,Atkins,591,Spain,Male,36,7,135216.8,1,yes,yes,122022.89,no
1594,15576676,Serrano,706,Germany,Female,28,6,124923.35,2,yes,yes,50299.14,no
1595,15711378,Willis,677,France,Male,38,4,0.0,2,yes,no,187800.63,no
1596,15765520,Stevenson,769,Germany,Male,27,7,188614.07,1,yes,no,171344.09,no
1597,15656726,Ch'ien,771,France,Male,32,5,62321.62,1,yes,yes,40920.59,no
1598,15647842,Cunningham,601,Germany,Female,48,8,120782.7,1,yes,no,63940.68,yes
1599,15719309,Stephens,670,France,Female,42,1,115961.58,2,no,yes,29483.87,no
1600,15748718,Gordon,517,France,Male,28,2,115062.61,1,yes,no,179056.23,no
1601,15594404,Bevan,834,France,Female,49,8,160602.25,2,yes,no,129273.94,no
1602,15751158,Mashman,571,France,Female,42,4,108825.34,3,yes,no,55558.51,yes
1603,15593470,Tu,576,Germany,Female,36,8,166287.85,1,yes,yes,23305.85,no
1604,15695129,Milanesi,718,France,Female,31,1,152663.77,1,no,yes,17128.64,no
1605,15640865,Romano,636,Germany,Female,31,9,80844.69,2,yes,yes,74641.9,no
1606,15714080,Goliwe,566,Germany,Female,40,2,97001.36,2,yes,no,154486.01,no
1607,15648721,Hsueh,711,France,Male,64,4,0.0,2,yes,yes,3185.67,no
1608,15801466,Gray,574,France,Female,39,2,122524.61,2,yes,no,88463.63,no
1609,15750248,Wright,619,France,Female,35,8,132292.63,1,yes,no,65682.93,no
1610,15758726,Chiemeka,588,France,Female,24,0,0.0,2,yes,yes,140586.08,no
1611,15781553,Chung,760,Germany,Female,49,9,91502.99,1,yes,no,117232.9,yes
1612,15649121,Pinto,665,France,Male,52,3,0.0,1,yes,no,116137.01,yes
1613,15674811,Kellway,739,Germany,Male,29,3,59385.98,2,yes,yes,105533.96,no
1614,15646037,Sopuluchi,641,France,Male,77,9,0.0,3,yes,yes,81514.06,no
1615,15722578,Spitzer,685,Germany,Female,21,6,97956.5,1,yes,yes,164966.27,no
1616,15665695,Potter,594,France,Female,49,4,0.0,2,yes,yes,23631.55,no
1617,15801062,Matthews,557,Spain,Female,40,4,0.0,2,no,yes,105433.53,no
1618,15662955,Nicholls,697,France,Male,27,8,141223.68,2,yes,no,90591.15,no
1619,15770309,McDonald,656,France,Male,18,10,151762.74,1,no,yes,127014.32,no
1620,15657386,Fiorentini,712,Germany,Male,43,1,141749.74,2,no,yes,90905.26,no
1621,15777797,Kovalyova,689,Spain,Male,38,5,75075.14,1,yes,yes,8651.92,yes
1622,15783955,Miah,697,France,Female,25,4,165686.11,2,yes,no,15467.98,no
1623,15804516,Builder,589,France,Male,38,2,0.0,1,yes,no,79915.28,no
1624,15681758,Baddeley,525,Spain,Female,25,10,0.0,2,yes,no,69361.95,no
1625,15630321,Hu,680,France,Male,44,3,0.0,2,yes,no,86935.08,no
1626,15588248,Hs?,617,France,Female,28,0,0.0,2,yes,yes,7597.83,yes
1627,15591932,Ford,680,France,Male,32,5,92961.61,1,yes,no,116957.6,no
1628,15810347,Todd,662,Spain,Female,30,9,0.0,2,no,yes,157884.83,no
1629,15595303,Johnston,736,Germany,Male,46,5,130812.91,1,yes,yes,77981.54,yes
1630,15634950,Obiajulu,657,Germany,Male,57,8,107174.58,1,yes,yes,126369.55,yes
1631,15685372,Azubuike,350,Spain,Male,54,1,152677.48,1,yes,yes,191973.49,yes
1632,15745827,Padovesi,617,France,Male,30,3,132005.77,1,yes,no,142940.39,no
1633,15755868,Farmer,562,France,Male,35,7,0.0,1,no,no,48869.67,no
1634,15735222,Ignatieff,705,Spain,Female,23,5,0.0,2,yes,yes,73131.73,no
1635,15604804,Lu,516,France,Female,33,7,127305.5,1,yes,yes,120037.36,no
1636,15718944,Artemiev,573,France,Female,37,6,0.0,2,yes,no,193995.37,no
1637,15678626,Okonkwo,538,Spain,Female,31,0,0.0,2,no,no,179453.66,no
1638,15571550,Dore,699,France,Male,39,9,0.0,1,yes,no,80963.92,no
1639,15723053,T'ang,504,Germany,Male,32,8,170291.22,2,no,yes,15658.99,no
1640,15661528,Ashbolt,583,Spain,Male,47,5,102562.23,1,yes,no,92708.1,no
1641,15754177,Bazarova,712,Spain,Male,53,2,111061.01,2,no,no,26542.17,no
1642,15683544,Buccho,626,Spain,Male,62,3,0.0,1,yes,yes,65010.74,no
1643,15708048,Burn,631,France,Female,34,4,124379.14,1,yes,no,106892.91,no
1644,15701109,Andreyev,663,France,Female,37,7,0.0,1,yes,yes,185210.63,no
1645,15600110,Endrizzi,506,Germany,Female,41,3,57745.76,1,yes,no,4035.46,no
1646,15651533,Brown,570,Germany,Female,50,5,129293.74,1,yes,no,177805.44,yes
1647,15777904,Nock,703,France,Female,45,7,0.0,2,yes,yes,68831.72,no
1648,15655574,Okeke,698,Germany,Female,40,8,150777.1,1,yes,no,114732.62,no
1649,15569423,Cunningham,731,Spain,Male,41,4,0.0,2,yes,no,22299.27,no
1650,15718106,Kelley,625,France,Male,34,6,0.0,2,no,no,197283.2,no
1651,15585067,Wilson,634,Spain,Male,31,9,108632.48,1,yes,yes,179485.96,yes
1652,15675501,Woods,616,France,Male,59,5,153861.1,1,yes,yes,17699.48,no
1653,15633233,McFarland,500,France,Male,56,1,100374.58,1,yes,no,118490.8,yes
1654,15667134,Cisneros,446,France,Male,32,8,0.0,2,no,no,133292.94,no
1655,15659105,Borchgrevink,669,France,Female,47,9,61196.54,1,yes,no,58170.24,no
1656,15575409,Rozhkova,581,Germany,Male,31,6,116891.72,1,yes,no,107137.3,no
1657,15752342,Bradley,704,Germany,Female,54,6,133656.91,3,yes,no,145071.33,yes
1658,15654851,Obialo,748,France,Male,44,2,92911.52,1,no,yes,85495.24,no
1659,15741429,Hudson,680,Spain,Female,31,9,119825.75,2,yes,yes,101139.3,no
1660,15682356,Veltri,655,France,Female,37,7,111852.84,2,yes,no,10511.13,no
1661,15806447,Mazzanti,690,Germany,Male,32,0,106683.52,2,yes,yes,137916.49,no
1662,15800229,Thorpe,695,Germany,Male,40,7,139022.24,1,no,yes,193383.13,no
1663,15663441,Golibe,700,Germany,Female,40,4,148571.07,1,yes,no,189826.96,yes
1664,15791991,Udinesi,773,France,Male,52,4,0.0,1,no,yes,144113.42,no
1665,15775082,Stewart,749,France,Male,42,1,129776.72,2,no,yes,143538.51,no
1666,15579706,Curtis,611,France,Female,46,5,0.0,1,yes,no,77677.14,yes
1667,15718247,Hayden,606,Spain,Female,46,8,0.0,2,yes,yes,183717.94,no
1668,15755722,H?,554,France,Male,24,10,0.0,1,no,no,92180.62,no
1669,15582259,Campbell,567,France,Female,37,7,0.0,2,yes,yes,28690.9,no
1670,15716994,Green,559,Spain,Male,24,3,114739.92,1,yes,no,85891.02,yes
1671,15586880,P'eng,594,Germany,Male,41,2,122545.65,2,yes,yes,42050.24,no
1672,15713854,Cremonesi,513,France,Female,37,6,0.0,2,yes,no,110142.34,no
1673,15780835,Liang,652,Germany,Female,26,1,131908.35,1,yes,yes,179269.79,no
1674,15675896,Gough,680,Germany,Female,42,7,105722.69,1,yes,yes,90558.24,yes
1675,15658459,Bates,784,Spain,Male,33,10,0.0,2,yes,no,162022.47,no
1676,15658057,Padovesi,812,Spain,Female,44,8,0.0,3,yes,no,66926.83,yes
1677,15801767,Yin,784,Spain,Female,40,8,0.0,2,yes,no,108891.3,no
1678,15569178,Kharlamov,570,France,Female,18,4,82767.42,1,yes,no,71811.9,no
1679,15731478,Nicholls,712,France,Female,42,1,87842.98,1,no,no,92223.59,no
1680,15811236,Burns,705,Spain,Male,39,6,133261.13,1,yes,yes,78065.9,no
1681,15746749,Fleming,681,Spain,Female,32,3,0.0,2,yes,yes,59679.9,no
1682,15662758,Watson,620,France,Male,41,0,97925.11,1,yes,no,85000.32,no
1683,15709387,Obiajulu,711,France,Male,52,5,0.0,1,yes,yes,159808.95,no
1684,15572093,Han,613,France,Female,24,7,140453.91,1,yes,no,129001.3,no
1685,15713826,Ferguson,613,Germany,Female,20,0,117356.19,1,no,no,113557.7,yes
1686,15570205,Tao,682,Spain,Male,36,5,0.0,2,yes,yes,147758.51,no
1687,15589348,Le Grand,850,Spain,Male,37,4,137204.77,1,yes,yes,28865.59,no
1688,15804610,Valdez,601,France,Female,41,1,0.0,2,no,yes,160607.06,no
1689,15700854,Cunningham,595,Spain,Male,35,8,0.0,1,yes,no,100015.79,yes
1690,15758836,Godfrey,675,Spain,Male,36,3,54098.18,2,no,yes,54478.52,no
1691,15772933,Mai,591,Spain,Male,31,8,0.0,1,yes,yes,141677.33,no
1692,15809006,Walker,602,France,Male,23,7,113758.48,2,no,no,84077.6,no
1693,15689612,Pirozzi,554,Spain,Female,34,8,0.0,1,no,yes,106981.03,no
1694,15744614,Feng,541,France,Male,37,9,118636.92,1,yes,yes,73551.44,no
1695,15704250,Akabueze,506,France,Male,34,7,0.0,2,no,no,115842.1,no
1696,15700255,Robson,814,Germany,Male,44,8,95488.82,2,no,no,107013.59,no
1697,15669410,Yevdokimova,683,France,Male,30,8,110829.52,2,no,no,24938.84,no
1698,15807595,Ijendu,485,Germany,Male,51,7,144244.59,2,yes,no,51113.14,no
1699,15664523,Colombo,696,Germany,Female,31,8,122021.92,2,yes,no,33828.64,no
1700,15642833,Akubundu,608,France,Female,30,8,0.0,2,yes,no,128875.86,no
1701,15605279,Francis,792,France,Male,50,9,0.0,4,yes,yes,194700.81,yes
1702,15713644,Marshall,686,Spain,Male,22,5,0.0,2,yes,no,158974.45,no
1703,15750466,Rhodes,790,Germany,Male,42,1,85839.62,1,yes,no,198182.73,no
1704,15739054,Y?,654,France,Female,29,4,96974.97,1,no,yes,141404.07,no
1705,15612771,Bell,452,France,Male,35,4,148172.44,1,yes,yes,4175.68,no
1706,15788483,Kerr,719,Spain,Male,38,0,0.0,1,yes,no,126876.47,no
1707,15732832,Jideofor,707,France,Female,40,5,0.0,2,yes,no,41052.82,no
1708,15772892,Robertson,699,France,Female,49,2,0.0,1,no,no,105760.01,no
1709,15713843,Kao,850,Spain,Male,30,2,0.0,2,no,yes,27937.12,no
1710,15567993,Palmer,828,Spain,Male,28,8,134766.85,1,yes,no,79355.87,no
1711,15617603,Mackay,850,Germany,Male,30,5,123210.56,2,yes,yes,102180.27,no
1712,15744983,Burgmann,712,Spain,Male,47,1,139887.01,1,yes,yes,95719.73,no
1713,15630419,Davis,634,France,Male,44,9,149961.11,1,yes,no,57121.51,no
1714,15738828,Milano,730,Germany,Male,45,6,152880.97,1,no,no,162478.11,no
1715,15778025,Dellucci,685,Germany,Male,43,9,108589.47,2,no,yes,194808.51,no
1716,15799479,Coles,809,Spain,Male,33,9,0.0,1,yes,yes,124045.65,no
1717,15684269,Gray,707,Spain,Female,35,3,56674.48,1,yes,no,17987.4,yes
1718,15762745,Macvitie,648,Spain,Male,32,8,0.0,1,yes,no,133653.38,no
1719,15746970,Townsend,760,Spain,Female,57,1,0.0,2,yes,yes,25101.17,no
1720,15725024,Pope,805,Germany,Female,33,3,105663.56,2,no,yes,33330.89,no
1721,15592116,Jensen,585,France,Female,39,7,0.0,2,yes,no,2401.26,no
1722,15624391,Thomson,595,Spain,Female,30,5,100683.54,1,yes,yes,178361.04,no
1723,15567422,Chiazagomekpele,630,France,Male,42,6,0.0,2,yes,no,162697.93,no
1724,15612627,Ozuluonye,627,Germany,Male,29,5,139541.58,2,yes,no,80607.33,no
1725,15574879,Wright,631,Germany,Female,37,2,121801.72,2,no,yes,23146.62,no
1726,15745107,Lung,776,Germany,Male,38,5,112281.7,1,no,yes,89893.6,no
1727,15734491,Lombardo,676,Spain,Female,36,4,0.0,2,yes,yes,3173.31,no
1728,15675320,Leonard,758,Spain,Female,40,5,93499.82,2,no,no,123218.81,no
1729,15643824,Johnston,637,France,Male,33,0,132255.99,2,no,yes,74588.41,no
1730,15643438,P'eng,850,France,Male,20,7,0.0,2,yes,no,31288.77,no
1731,15721730,Amechi,601,Spain,Female,44,4,0.0,2,yes,no,58561.31,no
1732,15680727,Fang,735,France,Male,49,5,121973.28,1,yes,no,148804.36,no
1733,15752508,Docherty,614,Germany,Male,32,7,99462.8,2,yes,yes,51117.06,no
1734,15808846,Horton,672,Germany,Female,21,3,165878.76,2,yes,yes,164537.17,no
1735,15727251,Vincent,642,France,Male,30,8,117494.27,1,no,no,61977.82,no
1736,15663489,Onio,633,Germany,Female,29,0,138577.34,1,yes,no,193362.99,no
1737,15683677,Schiavone,769,Spain,Male,39,9,0.0,1,yes,yes,47722.79,no
1738,15596414,Chandler,796,Spain,Male,41,8,107525.07,1,yes,no,18510.41,no
1739,15730639,Fiorentino,715,France,Male,23,7,139224.92,2,yes,no,65057.71,no
1740,15672132,Butusov,695,France,Female,42,7,121453.63,1,no,no,46374.64,no
1741,15742638,Wang,747,France,Female,25,4,0.0,2,no,yes,42039.67,no
1742,15578603,Alexeieva,584,Germany,Female,54,1,77354.37,1,no,no,138192.98,yes
1743,15726088,Vinogradova,476,France,Male,40,6,0.0,1,yes,yes,22735.45,no
1744,15682533,Hughes,850,France,Female,39,7,79259.99,1,no,yes,186910.74,no
1745,15772995,Ts'ao,529,France,Male,30,2,116295.29,1,yes,no,75285.47,no
1746,15765694,Bage,584,Spain,Female,59,1,0.0,1,no,yes,130260.11,yes
1747,15659486,Yudina,586,Germany,Male,34,9,74309.81,1,yes,no,15034.93,no
1748,15568963,Naquin,674,Germany,Male,34,2,152797.9,1,yes,no,175709.4,yes
1749,15703820,Endrizzi,552,France,Male,42,9,133701.07,2,yes,no,101069.71,yes
1750,15569410,Tang,601,Germany,Female,33,7,114430.18,2,yes,yes,153012.13,no
1751,15632256,Schroeder,541,France,Male,29,7,127504.57,1,no,no,86173.92,no
1752,15724466,Swearingen,744,Germany,Female,41,2,84113.41,1,yes,no,197548.63,no
1753,15777639,McGregor,595,Spain,Female,23,10,101126.66,2,no,no,37042.8,no
1754,15802501,Onyeorulu,724,Germany,Male,33,5,103564.83,2,yes,no,121085.72,no
1755,15778410,Clarke,533,Spain,Female,52,7,0.0,1,no,yes,194113.99,yes
1756,15670702,Smith,618,France,Male,37,2,168178.21,2,no,yes,101273.23,no
1757,15704763,Kozlova,523,Germany,Female,39,1,143903.11,1,yes,yes,118711.75,yes
1758,15645544,Nekrasov,642,Germany,Female,30,5,129753.69,1,yes,no,582.53,no
1759,15757646,Olague,584,France,Male,35,9,0.0,2,yes,no,192381.21,no
1760,15701121,Holt,521,France,Male,38,5,110641.18,1,no,yes,136507.69,yes
1761,15796313,Olsen,662,France,Female,36,4,166909.2,2,yes,no,138871.12,yes
1762,15815660,Mazzi,758,France,Female,34,1,154139.45,1,yes,yes,60728.89,no
1763,15602844,Niu,717,France,Male,38,7,97459.06,1,no,no,189175.71,no
1764,15636238,Graham,611,France,Male,40,1,0.0,2,yes,yes,102547.56,no
1765,15770101,Millar,766,Germany,Male,43,6,112088.04,2,yes,yes,36706.56,no
1766,15645543,Bell,636,France,Female,34,3,0.0,2,yes,yes,44756.25,no
1767,15596397,Kelly,814,France,Female,48,7,0.0,2,yes,yes,132870.15,no
1768,15770525,T'an,760,Spain,Male,28,1,141038.57,2,no,no,16287.38,no
1769,15684267,Davila,607,Germany,Male,39,2,84468.67,2,yes,yes,121945.42,no
1770,15689980,Willis,725,Spain,Female,36,4,118520.26,1,no,no,131173.9,yes
1771,15633260,Dumetochukwu,600,France,Male,37,1,142663.46,1,no,yes,88669.89,no
1772,15756471,Giles,656,Germany,Male,27,4,118627.16,2,yes,yes,160835.3,no
1773,15721303,O'Meara,640,Spain,Male,34,1,137523.02,1,no,no,24761.36,no
1774,15802256,Yao,439,France,Male,28,7,110976.23,2,yes,no,138526.96,no
1775,15725664,Wallace,549,France,Female,38,8,107283.4,1,no,no,157442.75,no
1776,15674851,T'ien,622,France,Male,38,5,0.0,2,no,no,105295.77,no
1777,15701946,Ndubueze,715,France,Male,34,4,124314.45,1,no,no,97782.92,no
1778,15748947,Chukwuraenye,657,France,Female,41,5,95858.37,1,yes,yes,68255.88,no
1779,15673342,K'ung,703,France,Male,36,2,0.0,2,yes,no,108790.95,no
1780,15601008,Stevenson,802,France,Male,33,8,0.0,2,yes,no,143706.18,no
1781,15771636,Marshall,793,Spain,Female,36,0,0.0,1,no,no,148993.47,no
1782,15642002,Hayward,554,France,Female,35,6,117707.18,2,no,no,95277.15,yes
1783,15693381,Tipton,533,Spain,Male,38,1,135289.33,2,no,yes,152956.33,no
1784,15607691,Gibson,658,France,Male,36,8,174060.46,1,yes,yes,94925.62,no
1785,15589380,Fraser,713,Germany,Male,40,3,114446.84,2,yes,yes,87308.18,no
1786,15603846,Fang,711,Spain,Male,37,2,0.0,2,yes,no,83978.86,yes
1787,15753549,Dubinina,669,France,Male,25,1,157848.53,1,no,no,37543.93,yes
1788,15725355,Morey,439,France,Female,43,8,0.0,1,no,yes,104889.3,no
1789,15773017,Todd,763,Spain,Female,37,6,0.0,2,yes,yes,149705.25,no
1790,15625641,Forbes,697,Germany,Female,74,3,108071.36,2,yes,yes,16445.79,no
